Country_of_Operator,Operator_Owner,Purpose,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Anticipated_Lifetime,Contractor,Country_of_Contractor,Launch_Site,Launch_Vehicle,longitude_radians_of_geo,Inclination_radians,military,geo_orbit
China (PR),Chinese Academy of Space Technology (CAST),Space Physics,Sun-Synchronous,594.0,595.0,7E-05,96.6,,,,,Chinese Academy of Space Technology (CAST)/DFH Satellite,China (PR),Taiyuan Launch Center,Long March 4B,,1.705186679,FALSE,FALSE
China (PR),Chinese Academy of Space Technology (CAST),Space Physics,Sun-Synchronous,581.0,607.0,0.00187,96.6,,,,3.0,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,China (PR),Taiyuan Launch Center,Long March 4B,,1.70344135,FALSE,FALSE
China (PR),Chinese Academy of Space Technology (CAST),Space Physics,Sun-Synchronous,578.0,603.0,0.0018,96.5,,,,3.0,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,China (PR),Taiyuan Launch Center,Long March 4B,,1.70344135,FALSE,FALSE
China (PR),Chinese Academy of Space Technology (CAST),Reconnaissance,Sun-Synchronous,584.0,603.0,0.0013600000000000000,96.6,,,,,Chinese Academy of Space Technology (CAST)/DFH Satellite,China (PR),Taiyuan Launch Center,Long March 4B,,1.705186679,FALSE,FALSE
China (PR),Chinese Academy of Space Technology (CAST),Reconnaissance,Sun-Synchronous,586.0,602.0,0.00115,96.6,,,,,Chinese Academy of Space Technology (CAST)/DFH Satellite,China (PR),Taiyuan Launch Center,Long March 4B,,1.705186679,FALSE,FALSE
China (PR),Chinese Academy of Space Technology (CAST),Space Physics,Sun-Synchronous,534.0,591.0,0.00411,95.9,,,,3.0,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,China (PR),Jiuquan Satellite Launch Center,Long March 2D,,1.705186679,FALSE,FALSE
China (PR),Chinese Academy of Space Technology (CAST),Technology Development,,623.0,650.0,0.00193,97.44,,,,,,China (PR),Taiyuan Launch Center,Long March 2C,,1.710248134,FALSE,FALSE
China (PR),Chinese Academy of Space Technology (CAST),Technology Development,,624.0,651.0,0.00193,97.46,,,,,,China (PR),Taiyuan Launch Center,Long March 2C,,1.710248134,FALSE,FALSE
China (PR),Chinese Academy of Space Technology (CAST),Remote Sensing,Sun-Synchronous,586.0,601.0,0.00108,96.6,204.0,,,,Chinese Research Institute of Space Technology/Changchun Photomechanical Institute (CAS),China (PR),Xichang Satellite Launch Center,Long March 2C,,1.7016960210000000,FALSE,FALSE
China (PR),Chinese Academy of Space Technology (CAST),Remote Sensing/Research,Sun-Synchronous,785.0,803.0,0.00126,100.8,300.0,,,,Harbin Institute of Technology,China (PR),Jiuquan Satellite Launch Center,Long March 2D,,1.7191493130000000,FALSE,FALSE
China (PR),Chinese Academy of Space Technology (CAST),Remote Sensing/Research,Sun-Synchronous,784.0,802.0,0.00126,100.7,300.0,,,,CAST/DFH Satellite/HIT,China (PR),Jiuquan Satellite Launch Center,Long March 2D,,1.7174039840000000,FALSE,FALSE
China (PR),Chinese Academy of Space Technology (CAST),Remote Sensing/Research,,739.0,755.0,0.00112,99.7,204.0,,,,Chinese Academy of Space Technology (CAST),China (PR),Jiuquan Satellite Launch Center,Long March 2D,,1.7086773380000000,FALSE,FALSE
China (PR),Chinese Academy of Space Technology (CAST),Technology Development,Sun-Synchronous,668.0,672.0,0.00028,98.15,,,,,Chinese Academy of Space Technology (CAST),China (PR),Taiyuan Launch Center,Long March 4C,,1.711469865,TRUE,FALSE
Ukraine,State Space Agency of Ukraine (NKAU),Earth Observation,Sun-Synchronous,684.0,701.0,0.0012,98.6,169.0,,,5.0,Yuzhnoye,Ukraine,Dombarovsky Launch Facility,Dnepr 1,,1.713913325,FALSE,FALSE
Italy,Italian Defense Ministry,Communications,,35769.0,35802.0,0.00039,1436.06,2596.0,1263.0,3300.0,0.5,Alenia Spazio,Italy,Guiana Space Center,Ariane 44L,0.283616003,0.017627825,TRUE,TRUE
Italy,Italian Defense Ministry/Telespazio,Communications,,35788.0,35802.0,0.00017000000000000000,1436.52,3038.0,,,0.5,Thales Alenia Space Italia,Italy,Sea Launch (Odyssey),Zenit 3SL,0.205948852,0.000698132,TRUE,TRUE
Iran,Iranian Research Organization for Science and Technology (IROST),Communications/Research,Sun-Synchronous,681.0,703.0,0.00156,98.6,170.0,,,3.0,Polyot,Russia,Plesetsk Cosmodrome,Kosmos 3M,,1.7086773380000000,FALSE,FALSE
China (PR),China Direct Broadcast Satellite co.,Communications,,35794.0,35796.0,2E-05,1436.1,5000.0,,,15.0,Chinese Academy of Space Technology (CAST),China (PR),Xichang Satellite Launch Center,Long March 3B,,0.005235988,FALSE,TRUE
USA,Sirius Satellite Radio,Communications,,23783.0,47100.0,0.27883,1418.5,3727.0,1570.0,,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton K,,1.104793417,FALSE,FALSE
USA,Sirius Satellite Radio,Communications,,12849.0,47048.0,0.47082000000000000,1148.43,3792.0,1570.0,,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton K,,1.104793417,FALSE,FALSE
USA,Sirius Satellite Radio,Communications,,6179.0,47086.0,0.6197600000000000,994.83,3727.0,1570.0,,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton K,,1.106538746,FALSE,FALSE
Sweden,SES Sirius AB,Communications,,35776.0,35795.0,0.00023000000000000000,1436.1,4400.0,,,15.0,Lockheed Martin Commercial Space Systems,USA,Baikonur Cosmodrome,Proton M,0.084648469,0.000698132,FALSE,TRUE
USA,"Sirius XM Radio, Inc.",Communications,,35774.0,35798.0,0.00028,1436.0,5800.0,,20000.0,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,-1.675516082,0.0,FALSE,TRUE
USA,"Sirius XM Radio, Inc.",Communications,,35785.0,35791.0,7E-05,1436.16,6020.0,2975.0,20000.0,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,-2.010619298,0.0013962630000000000,FALSE,TRUE
USA,"Sirius XM Radio, Inc.",Communications,,35779.0,35795.0,0.00019000000000000000,1436.12,5983.0,,18000.0,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,-1.4870205230000000,0.000523599,FALSE,TRUE
United Kingdom,Intelsat/Paradigm Secure Communications (wholly owned by EADS Astrium),Communications,,35775.0,35797.0,0.00026000000000000000,1436.07,1474.0,850.0,1200.0,7.0,Astrium,France/UK/Germany,Guiana Space Center,Ariane 44LP,-0.02268928,0.164584548,TRUE,TRUE
United Kingdom,Ministry of Defence,Communications,,35774.0,35797.0,0.00027,1436.06,1510.0,759.0,1200.0,7.0,Astrium,France/UK/Germany,Guiana Space Center,Ariane 44L,0.620988148,0.08709193,TRUE,TRUE
United Kingdom,Ministry of Defence,Communications,,35773.0,35801.0,0.00033,1436.15,1510.0,830.0,1200.0,7.0,Astrium,France/UK/Germany,Guiana Space Center,Ariane 44L,-0.5941100770000000,0.056374135,TRUE,TRUE
United Kingdom,Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium),Communications,,35771.0,35802.0,0.00037,1436.1,4700.0,2170.0,6000.0,15.0,EADS Astrium,France/UK/Germany,Guiana Space Center,Ariane 5 ECA,-0.019547688,0.00122173,TRUE,TRUE
United Kingdom,Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium),Communications,,35700.0,35803.0,0.00122,1436.1,4635.0,2170.0,6000.0,15.0,EADS Astrium,France/UK/Germany,Guiana Space Center,Ariane 5,0.921533845,0.00122173,TRUE,TRUE
United Kingdom,Ministry of Defence/Paradigm Secure Communications (wholly owned by EADS Astrium),Communications,,35770.0,35803.0,0.00039,1436.1,4600.0,,,,EADS Astrium,United Kingdom,Guiana Space Center,Ariane 5 ECA,-0.311192206,0.009250245,TRUE,TRUE
United Kingdom,Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium),Communications,,35786.0,35793.0,8E-05,1436.24,4638.0,,,15.0,EADS Astrium,United Kingdom,Guiana Space Center,Ariane 5 ECA,0.43633231300000000,0.00122173,TRUE,TRUE
USA,Skybox Imaging,Remote Sensing,,567.0,599.0,0.0023,96.34,,,,,Skybox Imaging,USA,Dombarovsky Launch Facility,Dnepr,,1.707106541,FALSE,FALSE
USA,LightSquared,Communications,,35782.0,35791.0,0.00011,1436.09,5360.0,3200.0,,15.0,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Breeze M,-1.768018532,0.10576695300000000,FALSE,TRUE
USA,National Reconnaissance Office (NRO),Communications,,1200.0,11600.0,0.4072,240.0,,,,,National Reconnaissance Laboratory,USA,Vandenberg AFB,Titan IV,,1.106538746,TRUE,FALSE
USA,U.S.Army Space and Missile Defense Command,Technology Development,,495.0,791.0,0.0211,97.5,4.5,,,,Miltec,USA,Vandenberg AFB,Atlas 5,,1.127482697,TRUE,FALSE
USA,U.S. Army Space and Missile Defense Command,Technology Development,,483.0,789.0,0.021840000000000000,97.4,3.0,,,,Miltec,USA,Vandenberg AFB,Atlas 5,,1.127482697,TRUE,FALSE
USA,U.S. Army Space and Missile Defense Command,Technology Development,,443.0,886.0,0.03149,98.0,5.0,,,,Miltec,USA,Vandenberg AFB,Atlas 5,,2.09963109,TRUE,FALSE
USA,U.S. Army Space and Missile Defense Command,Technology Development,,443.0,886.0,0.03149,98.0,5.0,,,,Miltec,USA,Vandenberg AFB,Atlas 5,,2.09963109,TRUE,FALSE
ESA,Centre National d'Etudes Spatiales (CNES)/European Space Agency,Earth Observation,Sun-Synchronous,759.0,760.0,7E-05,100.0,658.0,630.0,1065.0,3.0,Thales Alenia Space,France,Plesetsk Cosmodrome,Breeze KM,,1.7174039840000000,FALSE,FALSE
USA,U.S. Southern Command,Communications,,443.0,886.0,0.03149,98.0,,,,,Naval Post-Graduate School,USA,Vandenberg AFB,Atlas 5,,2.09963109,TRUE,FALSE
Japan,Astrotech SOHLA,Technology Development,Sun-Synchronous,657.0,665.0,0.00057,98.0,50.0,,,,Space Oriented Higashiosaka Leading Association,Japan,Tanegashima Space Center,H-2A,,1.712167996,FALSE,FALSE
USA,"NASA Earth Science Office/Laboratory for Atmospheric and Space Physics, Univ. of Colorado",Astrophysics,Intermediate,600.0,633.0,0.00236,97.0,315.0,290.0,348.0,6.0,Orbital Sciences Corp.,USA,Cape Canaveral,Pegasus XL,,0.698131701,FALSE,FALSE
USA,Hughes Network Systems,Communications,,35785.0,35787.0,2E-05,1436.1,6100.0,3655.0,,12.0,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5 ECA,-1.656841059,0.001047198,FALSE,TRUE
USA,"DirecTV, Inc.",Communications,,35785.0,35787.0,2E-05,1436.1,5993.0,3691.0,12300.0,12.6,Boeing Satellite Systems,USA,Sea Launch (Odyssey),Zenit 3SL,-1.7954202020000000,0.000872665,FALSE,TRUE
USA,"DirecTV, Inc.",Communications,,35785.0,35787.0,2E-05,1436.1,5993.0,3691.0,12300.0,12.6,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5 ECA,-1.7292722230000000,0.000698132,FALSE,TRUE
Spain,Hisdesat/Ministry of Defense,Communications,,35745.0,35826.0,0.0009600000000000000,1436.1,3680.0,1467.0,,,Space Systems/Loral,USA,Guiana Space Center,Ariane 5,0.22794,0.001047198,TRUE,TRUE
Multinational,Astro Space Center of Moscow/Russian Academy of Sciences,Astrophysics,,1000.0,330000.0,0.9571200000000000,0.22,3660.0,,,5.0,Lavochkin,Russia,Baikonur Cosmodrome,Zenit 3SLBF/Fregat SB,,0.898146433,FALSE,FALSE
France,Ministry of Defense/General Delegation for Ordnance (DGA),Technology Development,,608.0,35717.0,0.7155600000000000,637.65,117.0,,,,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,,0.033859387000000000,TRUE,FALSE
France,Ministry of Defense/General Delegation for Ordnance (DGA),Technology Development,,627.0,35697.0,0.71478,637.64,117.0,,,,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,,0.033510322,TRUE,FALSE
France/Belgium/Sweden,Spot Image,Earth Observation,Sun-Synchronous,824.0,826.0,0.00014,101.4,3030.0,,2400.0,5.0,Astrium,France/UK/Germany,Guiana Space Center,Ariane 42P,,1.720894642,FALSE,FALSE
France/Belgium/Sweden,Spot Image,Earth Observation,Sun-Synchronous,696.0,699.0,0.00021,98.73,720.0,,,5.0,EADS Astrium,France/UK/Germany,Sriharikota Launch Station,PSLV,,1.713913325,FALSE,FALSE
India,SRM University,Technology Development,,850.0,868.0,0.00124,102.1,10.9,,,1.0,SRM University,India,Sriharikota Launch Station,PSLV,,0.34906585,FALSE,FALSE
Chile,Chilean Air Force,Earth Observation,,622.0,624.0,0.00014,97.2,117.0,,,,Astrium,France,Guiana Space Center,Soyuz 2/Fregat,,1.7104226670000000,TRUE,FALSE
Singapore/Taiwan,Singapore Telecommunications Ltd. (SingTel)/Chunghwa Telecom Co. Ltd.,Communications,,35783.0,35791.0,9E-05,1436.12,5090.0,,,15.0,Mitsubishi Electric Corporation,Japan,Guiana Space Center,Ariane 5,1.5357152090000000,0.000349066,FALSE,TRUE
Brazil,Star One (SES [Socit Europenne des Satellites (SES)]),Communications,,35703.0,35778.0,0.0008900000000000000,1436.0,4100.0,1750.0,10500.0,15.0,Thales Alenia Space,France,Guiana Space Center,Ariane 5,-1.134114948,0.000523599,FALSE,TRUE
Brazil,Star One (SES [Socit Europenne des Satellites (SES)]),Communications,,35776.0,35796.0,0.00024000000000000000,1436.1,4100.0,1750.0,,,Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA,-1.220508746,0.001047198,FALSE,TRUE
Brazil,Star One (SES [Socit Europenne des Satellites (SES)]),Communications,,35791.0,35848.0,0.0006800000000000000,1437.78,3225.0,1402.0,,15.0,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,-1.308996939,0.000349066,FALSE,TRUE
USA,National Reconaissance Office,Remote Sensing,,500.0,506.0,0.00044,94.6,3.0,,,,Lawrence Livermore National Laboratory,USA,Wallops Island Flight Facility,Minotaur 1,,0.706858347,TRUE,FALSE
USA,USAF Space Test Program,Technology Development,Sun-Synchronous,650.0,650.0,0.0,97.73,180.0,,,1.0,Ball Aerospace,USA,Kodiak Launch Complex,Minotaur 4,,1.256637061,TRUE,FALSE
USA,US Air Force,Technology Development,,497.0,507.0,0.00073,94.66,137.0,,,3.0,Ball Aerospace,USA,Wallops Island Flight Facility,Minotaur 1,,0.70703288,TRUE,FALSE
United Kingdom,Surrey Satellite Technology Limited (SSTL),Technology Development,Sun-Synchronous,772.0,783.0,0.0007700000000000000,100.4,4.3,,,,Surrey Satellite Technology Limited (SSTL),United Kingdom,Sriharikota Launch Station,PSLV,,1.720894642,FALSE,FALSE
Russia,Ministry of Defense,Communications,Intermediate,1417.0,1431.0,0.0009,114.3,225.0,,,3.0,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Tsyklon 3,,1.439896633,TRUE,FALSE
Russia,Ministry of Defense,Communications,Intermediate,1417.0,1425.0,0.0005100000000000000,114.2,225.0,,,3.0,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Tsyklon 3,,1.439896633,TRUE,FALSE
Russia,Ministry of Defense,Communications,Intermediate,1415.0,1419.0,0.00026000000000000000,114.2,225.0,,,3.0,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Tsyklon 3,,1.439896633,TRUE,FALSE
Russia,Ministry of Defense,Communications,Intermediate,1468.0,1506.0,0.00242,115.7,225.0,,,3.0,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M,,0.148352986,TRUE,FALSE
Russia,Ministry of Defense,Communications,Intermediate,1466.0,1506.0,0.00255,115.7,225.0,,,3.0,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M,,1.439896633,TRUE,FALSE
Russia,Ministry of Defense,Communications,Intermediate,1467.0,1503.0,0.00229,115.7,225.0,,,3.0,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M,,1.439896633,TRUE,FALSE
Russia,Ministry of Defense,Communications,Intermediate,1465.0,1502.0,0.00236,115.6,225.0,,,3.0,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M,,1.439896633,TRUE,FALSE
Russia,Ministry of Defense,Communications,Intermediate,1471.0,1495.0,0.0015300000000000000,115.5,225.0,,,3.0,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M,,1.439896633,TRUE,FALSE
Russia,Ministry of Defense,Communications,Intermediate,1474.0,1495.0,0.00134,115.6,225.0,,,3.0,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M,,1.439896633,TRUE,FALSE
South Korea,Korea Aerospace Research Institute (KARI),Technology Development,,298.0,1482.0,0.08154,102.77,93.0,,160.0,2.0,Korea Advanced Institute of Science and Technology (KAIST),South Korea,Naro Space Center,Naro-1,,1.401150324,FALSE,FALSE
South Korea,Korea Aerospace Research Institute (KARI),Technology Development,,593.0,626.0,0.00236,96.88,150.0,,275.0,2.0,Korea Advanced Institute of Science and Technology (KAIST),South Korea,Dombarovsky Launch Facility,Dnepr,,1.707106541,FALSE,FALSE
USA,Missile Defense Agency (MDA),Technology Development,Sun-Synchronous,867.0,879.0,0.0008300000000000000,102.41,,,,,Northrop Grumman,USA,Vandenberg AFB,Delta 2,,1.726654229,TRUE,FALSE
USA,Missile Defense Agency (MDA),Technology Development,,1347.0,1352.0,0.00032,112.68,2240.0,1100.0,,0.5,Northrop Grumman,USA,Cape Canaveral,Delta 2,,1.012290966,TRUE,FALSE
USA,Missile Defense Agency (MDA),Technology Development,,1339.0,1351.0,0.00078,112.58,2240.0,1100.0,,0.5,Northrop Grumman,USA,Cape Canaveral,Delta 2,,1.012290966,TRUE,FALSE
India,TeamStudSat - Nitte Meenakshi Institute of Technology (ground station),Technology Development,Sun-Synchronous,614.0,634.0,0.00143,97.2,0.85,,,0.5,Indian Space Research Organization (ISRO)/seven academic institutions,India,Sriharikota Launch Station,,,1.7104226670000000,FALSE,FALSE
Japan,Sky Perfect JSAT Corporation,Communications,,35778.0,35794.0,0.00019000000000000000,1436.1,5000.0,,,15.0,Mitsubishi Electric Corporation,Japan,Guiana Space Center,Ariane 5 ECA,2.509259866,0.002094395,FALSE,TRUE
Japan,Sky Perfect JSAT Corporation,Communications,,35779.0,35793.0,0.00017000000000000000,1436.09,4051.0,2160.0,5400.0,10.0,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L,2.827956987,0.000174533,FALSE,TRUE
Japan,Sky Perfect JSAT Corporation,Communications,,35781.0,35792.0,0.00013000000000000000,1436.12,3130.0,2500.0,4600.0,10.0,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2 AS,2.512750524,0.000174533,FALSE,TRUE
Japan/USA,Japan Aerospace Exploration Agency (JAXA)/NASA,Astrophysics,Intermediate,548.0,558.0,0.00072,95.7,1600.0,,500.0,5.0,,Japan,Uchinoura Space Center,M5,,0.548033385,FALSE,FALSE
ESA,European Space Agency (ESA),Earth Science,Polar,473.0,476.0,0.00022,93.9,468.0,369.0,608.0,4.0,Astrium,France,Plesetsk Cosmodrome,Rokot,,1.5236724370000000,FALSE,FALSE
ESA,European Space Agency (ESA),Earth Science,Polar,473.0,476.0,0.00022,93.9,468.0,369.0,608.0,4.0,Astrium,France,Plesetsk Cosmodrome,Rokot,,1.5236724370000000,FALSE,FALSE
ESA,European Space Agency (ESA),Earth Science,Polar,486.0,496.0,0.00073,94.0,468.0,369.0,608.0,4.0,Astrium,France,Plesetsk Cosmodrome,Rokot,,1.527163095,FALSE,FALSE
USA/United Kingdom/Italy,Goddard Space Flight Center/Penn State University,Astrophysics,Intermediate,571.0,590.0,0.00137,96.3,1463.0,,1040.0,7.0,Spectrum Astro (General Dynamics),USA,Cape Canaveral,Delta 7320,,0.359537826,FALSE,FALSE
Switzerland,Ecole Polytechnique Fdrale de Lausanne (EPFL),Technology Development,Sun-Synchronous,710.0,720.0,0.0007100000000000000,99.1,1.0,,,0.75,Ecole Polytechnique Fdrale de Lausanne (EPFL),Switzerland,Sriharikota Launch Station,PSLV,,1.715658655,FALSE,FALSE
France,Defense Ministry,Communications,,35778.0,35792.0,0.00017000000000000000,1436.06,3725.0,1650.0,5640.0,12.0,Alcatel Alenia Space,France/Italy,Guiana Space Center,Ariane 5,0.821177413,0.0,TRUE,TRUE
France,Defense Ministry,Communications,,35772.0,35801.0,0.00034000000000000000,1436.09,3750.0,1658.0,,12.0,Alcatel Alenia Space,France/Italy,Guiana Space Center,Ariane 5,-0.090233522,0.000523599,TRUE,TRUE
USA,Naval Research Laboratory,Technology Development,,658.0,11836.0,0.44297,235.16,450.0,,1000.0,,Naval Research Laboratory/Johns Hopkins University Applied Physics Laboratory,USA,Kodiak Launch Complex,Minotaur 4,,1.110727536,TRUE,FALSE
USA,Operational Responsive Space (ORS) Office,Technology Development,,443.0,886.0,0.03149,98.0,,,,,Air Force Research Laboratory (AFRL),USA,Vandenberg AFB,Atlas 5,,2.09963109,TRUE,FALSE
Germany,German Aerospace Center (DLR)/Astrium,Earth Observation,Sun-Synchronous,507.0,510.0,0.00022,94.8,1350.0,,,5.0,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Dnepr,,1.699950691,FALSE,FALSE
ESA,European Space Agency (and 250 international scientific investigators),Space Physics,Deep Highly Eccentric,17313.0,120961.0,0.68635,3442.0,1200.0,478.0,220.0,4.0,Dornier Systems (Astrium) and 35 subcontractors,International,Baikonur Cosmodrome,Soyuz,,1.583013632,FALSE,FALSE
USA,National Aeronautics and Space Administration (NASA),Communications,,35768.0,35802.0,0.0004,1436.04,3180.0,1600.0,2300.0,11.0,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2A,-0.71122167,0.028623400000000000,FALSE,TRUE
USA,National Aeronautics and Space Administration (NASA)/Goddard Space Flight Center,Communications,,35732.0,35844.0,0.00133,1436.18,3454.0,1600.0,2300.0,15.0,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,-2.984513021,0.122173048,FALSE,TRUE
USA,National Aeronautics and Space Administration (NASA),Communications,,35780.0,35785.0,6E-05,1435.88,3454.0,1600.0,3500.0,15.0,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,,0.121998515,FALSE,TRUE
USA,National Aeronautics and Space Administration (NASA),Communications,,35693.0,35878.0,0.0021900000000000000,1436.06,3180.0,1600.0,1800.0,10.0,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 26),1.473232422,0.201236463,FALSE,TRUE
USA,SES Americom (SES [Socit Europenne des Satellites (SES)]),Communications,,35773.0,35796.0,0.00027,1436.99,3180.0,1600.0,1800.0,10.0,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 43),-2.917143312,0.16406095,FALSE,TRUE
USA,NASA/SES Americom (SES [Socit Europenne des Satellites (SES)]),Communications,,35773.0,35787.0,0.00017000000000000000,1435.7,3180.0,1600.0,1800.0,10.0,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 54),-2.990621673,0.152541777,FALSE,TRUE
USA,National Aeronautics and Space Administration (NASA),Communications,,35767.0,35803.0,0.00043,1436.04,3180.0,1600.0,1800.0,10.0,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 70),-2.627244123,0.18500490100000000,FALSE,TRUE
USA,National Aeronautics and Space Administration (NASA),Communications,,35768.0,35808.0,0.00047000000000000000,1436.2,3180.0,1600.0,2300.0,11.0,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2A,1.5491542440000000,0.015707963000000000,FALSE,TRUE
USA,National Aeronautics and Space Administration (NASA),Communications,,35768.0,35809.0,0.00049,1436.11,3180.0,1600.0,2300.0,11.0,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2A,-1.0896090520000000,0.000349066,FALSE,TRUE
Israel,Defense Ministry,Reconnaissance,,405.0,580.0,0.01275,94.5,300.0,260.0,,,Israel Aerospace Industries (IAI),Israel,Sriharikota Launch Station,PSLV C10,,0.716108592,TRUE,FALSE
Indonesia,PT Telkomunikasi,Communications,,35778.0,35796.0,0.00021,1436.13,2763.0,1700.0,4000.0,15.0,Lockheed Martin Missiles and Space,USA,Guiana Space Center,Ariane 44P,1.885130125,0.000349066,FALSE,TRUE
Indonesia,PT Telkomunikasi,Communications,,35781.0,35793.0,0.00014,1436.1,1930.0,899.0,,15.0,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,2.059837583,0.000698132,FALSE,TRUE
Canada,"Telesat Canada Ltd. (BCE, Inc.)",Communications,,35774.0,35801.0,0.00032,1436.13,4010.0,,,15.0,Space Systems/Loral,USA,Sea Launch (Odyssey),Zenit 3SLB,-0.646644488,0.000698132,FALSE,TRUE
Multinational,Eutelsat -- leased from Loral Skynet Satellite Services (Loral Global Alliance),Communications,,35773.0,35799.0,0.00031,1436.09,3878.0,1900.0,10600.0,13.0,Space Systems/Loral,USA,Guiana Space Center,Ariane 44LP,-0.261624855,0.000872665,FALSE,TRUE
Canada,"Telesat Canada Ltd. (BCE, Inc.)",Communications,,35783.0,35791.0,9E-05,1436.1,4970.0,2150.0,12000.0,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton,-1.099557429,0.000349066,FALSE,TRUE
Multinational,Loral Skynet Satellite Services (Loral Global Alliance)/APT Satellite Holdings Ltd.,Communications,,35778.0,35795.0,0.0002,1436.1,4640.0,2500.0,16000.0,13.0,Space Systems/Loral,USA,Sea Launch (Odyssey),Zenit 3SL,2.409252499,0.000174533,FALSE,TRUE
Germany,German Aerospace Center (DLR)/Infoterra,Remote Sensing,,507.0,509.0,0.00015,94.8,1230.0,,,5.0,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Dnepr,,1.7016960210000000,FALSE,FALSE
USA,TerraStar Corporation,Communications,,35783.0,35791.0,9E-05,1436.11,6910.0,,,15.0,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,-1.93731547,0.10367255800000000,FALSE,TRUE
India,Indian Space Research Organization,Remote Sensing/Reconnaissance,,529.0,598.0,0.00498,95.9,1108.0,,,3.0,ISRO Satellite Center,India,Sriharikota Launch Station,PSLV C3,,1.7069320080000000,TRUE,FALSE
Germany,German Aerospace Center,Technology Development,Sun-Synchronous,501.0,505.0,0.00029,94.7,120.0,,20.0,1.0,Kayser-Threde GmbH,Germany,Baikonur Cosmodrome,Soyuz-Fregat,,1.7016960210000000,FALSE,FALSE
Thailand,Thaicom Public Company Ltd.,Communications,,35775.0,35798.0,0.00027,1436.1,6505.0,,14000.0,12.0,Space Systems/Loral,USA,Guiana Space Center,Ariane 5G,2.085668456,0.0,FALSE,TRUE
Thailand,Thaicom Public Company Ltd.,Communications,,35777.0,35796.0,0.00023000000000000000,1436.1,2800.0,1220.0,5000.0,12.0,Alcatel Alenia Space,France,Guiana Space Center,Ariane 5 ECA,1.370781595,0.000698132,FALSE,TRUE
Thailand,Thaicom Public Company Ltd.,Communications,,35786.0,35796.0,0.00012000000000000000,1436.3,3325.0,,,15.0,Orbital Sciences Corp.,USA,Cape Canaveral,Falcon 9,1.370083463,0.000872665,FALSE,TRUE
